Cloud Comput and Big Data Strategi In thi CEO Power Panel at the 10th Intern Cloud Expo modera ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Jungl Island say it will be open as usual on Monday To see what 's open &amp what 's close click on thi link ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Vote Jean Dujardin is my favorit for Best Actor in a Film in Watch it on ||T|| May 6 at 9/8c  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
May the odd be ever in your favour Aussi Directioners  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Pont may make histori fir Australian cricket &lt p&gt &amp nbsp &lt /p&gt &lt p&gt Ricki Pont could break Steve Waugh&amp nbsp s re. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| Enter our competit to win a London Children 's Map Puzzl just follow and RT.Close Friday 8th at 4pm ||U||  objective 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| Oct 17 it will be mostli dead but mostli dead is still a littl bit aliv ! ! Billi Crystal the princess bride  objective-OR-neutral 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Have a long overdu CD upload session By tomorrow my iPod will be bless with PIL Georg Harrison and Disco Inferno e1  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Drew Doughty Jeff Carter To Receiv Hero Welcom Thursday London 's streak as the citi of champion will continue. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
i got 2 class then Instant Messag off go back to Greensboro Instant Messag head to NY tomorrow  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
thank you ABS-CBN and BCWMH for the fantast episod today Tomorrow again I ca n't wait to. ||U||  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
Iago Falqu 's chanc and poor old Harri Kane Tottenham Hotspur face Norwich Citi tomorrow night in the Capit ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
||T|| see you in Tallahasse on Friday ! e1  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Major of custom in the follow area should be restor by Sunday night Burton Chardon Conneaut Eastlake Mayfield Hts Mentor  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Watch the brilliant rick stein make paella on Saturday kitchen live..  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| are you back at Volstead thi Saturday ? Or still out of town killin it ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
I see Scorses may be team up with The Artist 's Oscar win star Jean Dujardin. ||U||  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Come out to the ||T|| Rise Star game be held here at 5 10pm THI Saturday ! See prospect from all 30 ||T|| team !  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
MTSU take a timeout stop the play clock at 48 They are face a 3rd down and 9 If they convert it over If not there is a slim chanc  objective-OR-neutral 1 1 1 1 0 0 1 0 0 0 0 1 0 0 1 
Jr Pred won 2nd game against the Columbu Flame 8-0 Go Pred !  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| Pekov and Love are a solid front line If Derrick William play like a 2nd pick I think you have a playoff team  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I 'm so pist that I might not be abl to go to the Volleybal game tomorrow  negative 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
Next Sunday the 15th were have our 2nd Comic Book Swap meet at the Apothecarium ! Comics games movies more  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Happiest Babi on the Block Class is be offer at Nation Nanni Train Day April 28th ||U||  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
With Mommy Dada Appl and Cherri are go to Noah 's Park We 'll be back tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Tell me you am not excit ! the twin in Eurosong final ! they go to win the 1st place ! ||U||  positive 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 
good eat on deck 2day Volar 4 lunch Maya del Sol 4 dinner i wa smart 2 wear black i may look like i 'm with child by the end of the day  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| i 'm meant to be go Roundhouse but decid tonight that i do n't want to go anymore so go to appli for Joseph Wright tomorrow  negative 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
BIG BANG CONCERT IS TOMORROW OH MY LORD ! ! BOO HOO HOOOO * Cri all the 7 sea *  objective-OR-neutral 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 
I hope my fish trip with Georg Clooney and Mark Wahlberg is still on for tomorrow  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Love Billi Crystal introduc the 1st game of the World Seri  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
The highest ani human ha ever gone Keith Richard may have someth to say about that  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Registr for the Blue Diamond Almond Shamrock'n Half Marathon open Novemb 1st at 10am If we reach 1,000. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Mom can I miss A1 on Thursday ? If you love me you 'll say ye  positive 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 
Do n't think Chelsea should appeal for Torres red card Let Sturridg play tomorrow It 's the Carl Cup not PL  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
OFFIC RELEAS Wolv Open 19th Season On Oct 13 The Chicago Wolv open the 2012-13 American Hockey Leagu sea. ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I wa go to move to Siberia last Wednesday.Now I do n't have to.Siberia ha move here.It 's bloodi freez  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
||T|| Boss ladi Bamboo on Sunday Come Do it Major with BDR  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
sungkyunkwan scandal on ABS-CBN i just finish the seri yesterday. i may sound like a spoiler now &lt evil laugh&gt  neutral 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
||T|| FRIDAY OCT 19th ! ! ! ! THE ALUMNI will be rock Philli ! ! ! ! ! FREE SHOW at the Liacoura Center 7pm CLASSIC HIP HOP !  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 
||T|| wow ! ! ! gosh i may have to watch the Oscar = from what movi ?  positive 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 
Christian is noth els but the imit of God 's natur We seek a relationship with God through Jesu Lord that I may see  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
My 3rd autograph ! My littl sister wa the one who came up to Toni Gonzaga ! Left photo,credit to allenvalladar ||U||  objective 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Look at the ||T|| result from the gold coast is get me excit for go at twicker in May e1  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
The Roxi is aliv with THE SOUND OF MUSIC thi Sunday at 1.30pm Thi is the LAST chanc to see it on the big. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
is set to receiv Best Film Director and Write nom at the Oscars at the veri least And may be art direct  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Yesterday the cancel game up to Novemb 1st The Winter Classic and All-Star game could be in jeopardi soon  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
End of 2nd 3-2 Predat Pred will be short hand to start the 3rd  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Pineappl &amp mango for pre-breakfast get some work done then head to the Ritz Carlton for Sunday brunch  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| come parti with us tomorrow night in Napl Main at Rick cafe ! !  objective 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
100 day away Barack Obama &amp Mitt Romney meet in their first TV debat at the Univers of Denver 3 Oct  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
at mindyk is it just me or doe Danni seem a lot like Billi Crystal in the first 1/3rd of When Harri Met Salli ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Bowl tryout Novemb 5th pass it on if interest  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
How cool Movi under the star at Adelaid Oval. if I wa in SA tomorrow night I would be ALL OVER thi ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Bye Clemson go back to Greenville be back on Monday morn or Sunday Night No Game for the Weekend  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
I wonder how the 1st day of school is go to be at Berkmar ,Lmao  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| yes it 's doabl I wa at BKK from march 1-4 at night then flew to europ on march 5 in the morn  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Ricki Pont ha pass 23,000 First Class run the 12th Australian to do so !  objective 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Love and Harden hit the deck in pursuit of loos ball earli 2nd Q Proof thi is NOT an NBA All-Star Game  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| ||T|| sinc ET went via BKK and ha 5th freedom right which can load/unload pax it 's a indirect flight  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
We 've just sampl some of Greg 's DELICI pretzel for our German theme boardroom dinner tomorrow ! Yummi !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Royal treatment star at MIDNIGHT TANGO open tonight includ Camilla Parker Bowl Did she join the stand ovat ?  objective-OR-neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
But thi is not the 1st time that Juventu is maxim the potenti of ex-Milan players..Cannavaro and Edgar David are similar case  negative 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Sit in the sun listen to Nipsey Hussl  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
What I plan on eat tomorrow at the ||T|| Deep fri Kool-Aid Deep fri Derbi Pie Deep fri Girl Scout Thin Mints etc.  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Introduc the first five select to the All-Star game on Novemb 17th at Quicken Loan Arena Stay posted. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Circ 2008 The day I got my accept letter to U of O Ca n't believ tomorrow I 'll be take my last test ||U||  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
for my 10th &amp last pick i went for D-Will ! Derrick William hehe sana mag-breakout not applic with Beasley &amp Johnson gone  objective-OR-neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
In the Sport World Kenseth avoid 25-car pileup to win at Dega Daytona 500 winner Matt Kenseth won Sunday at ||U||  objective-OR-neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Mark Montgomery David Adam and Austin Romin have been select to play in the Arizona Fall Leagu Rise Star game on Sat  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| ||T|| I wa confus as well I guess it 's alway Saturday Night at the Ritz Carlton Oooh lala  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
We beat Allstar 's Game 2night and have advanc to the final in ||T|| AfterMath ! We play next Thursday night at 8pm EST  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
I had a teacher who taught us Jupit wa bigger than the Sun Thi wa base on the pictur in the textbook It wa a draw True stori  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
State Farm just postpon my sale date schedul for tomorrow for a new short sale list taken today for $ 1.9 ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Anybodi want to go see hotel trannsylvania frankenweenie pitch perfect and that movi with viola davi as a teacher with me tomorrow ?  objective-OR-neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
I may record the first few episod of the next LP tomorrow Want to get more info ready but I 'm think I 'm good with what I have  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
campaign manag Doug Wead Contrari to media lies do JUST GREAT with deleg even after Super Tuesday ||U||  positive 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 
Viola Davi in a black &amp white Max Mara dress at the 29th Annual Fashion Group Intern Night Of Star ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| we do n't care about Carl Cup ! Save it for Yeah we lose also i wont be cri all night long on wednesday night !  negative 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 
met Slum Village Just Blaze and 9th Wonder saw Fred The Godson Raekwon Nipsey Hussle and Trae The Truth perform all in one day  objective 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Philli ! ! ! ||T|| will be rock A FREE SHOW at the Liacoura center at 7pm THI FRIDAY ! Come through and watch how we get down ! !  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 
Meryl Streep is like the coolest woman ever ! ! I want to be relat to her ! May go watch  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
||T|| 1 &amp half ep 1st wa proper debat Next ep did my best Keith Richard impress with the TV Neighbour gave 10 's for distanc  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Mommi 's birthday is the 17th.. Not sure what to get her yet  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||U|| Today 's Al-ien Person of the Day is Friday Hassler die in a crash 1st Daytona 500 qualifi race in 72  objective-OR-neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Georg Zimmerman is not go to win thi trial he may as well plead guilti  negative 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
Love take a youtub break next day HD TV will be here and Saturday will be a BEAST VID  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| Scummi Saha will play against us on Saturday I hope he wo n't score like how he score in the North London Derbi  negative 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 
The impati and arrog Mar / Jupit opposit ha separated but may still get one last go when conjunct by the moon tonight  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
supposedli the Black Forest is get some snow thi weekend ! Did we onli imagin the 27 Celsiu last Sunday ? ||U||  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
Greensboro DMV employe charg with embezzl Nov 1 at 4 53 PM ET ||U||  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
No worri it 's go down Friday night club VISIONS ! Greensboro NC !  positive 1 1 1 1 0 0 0 0 0 0 1 1 1 0 1 
Two of my Oscar die today Do n't know whi I guess they could n't stand it out till Novemb 6th  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
at ShutDownTheSun these bird do n't buy the sun banner at the Carl Cup Final for Mikey Dye &amp the LFC96 ||U||  objective-OR-neutral 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
hope my interview go A1 tomorrow I realli want thi job  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| may even join you at Joseph wright  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Princ William met 'the Rottweiler Camilla Parker Bowl and she came out Harri may be full of mischief a. ||U||  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
So excit to be at The Bold Manor with ||T|| team prepar for Bolder arriv on Sunday ! ||U|| via ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Jeremi evan just poster turiaf watch sportscent tomorrow morn so you could see it  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
We have lot of chocol left-might have to take it to NN on Sat ! RT ||T|| Anyon have an excess of sweeti left from last night ?  objective-OR-neutral 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 
Attn male Tulan Student ! ! If you want to get on TV go to TJ Quill thi Saturday night at 9pm I ca n't tell you anymor Spread the word !  neutral 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 
Hope I can somehow make the Volleybal game tomorrow  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| ||T|| said you made Keith Richard look babi face *May not have actual said thi  negative 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 
Wabasha got into the silica-sand brouhaha Tuesday in hear on CUP for a sand load site The sand question will be with us for year  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| go holiday eh ? HAHA go to Melaka tomorrow e1  positive 1 0 1 1 0 0 0 0 1 0 0 1 1 0 0 
How we do footbal Sunday at the Turner hous Big screen littl screen iPad ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| the Pro Bowl definit is n't better and NBA All-Star game is trash until 4th qtr  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
Everi time I wear thi hoodi I think of the hoodi march And Trayvon Martin And the peopl I knew person who die  objective-OR-neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
||T|| and he ha n't lost a match sinc Apr 2nd last year that 's consistent and never forget Cannavaro the 1st defend to win it  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Perfect Littl Planet the Challeng Learn Center of Tallahasse 's new planetarium show premier tomorrow ! ||U||  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Congrat to the team who compet at includ 1st place U of Washington 2nd place US Air Forc Academi and 3rd place Texa A&M !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Jess Jackson in say he 's head to Sanford fla where Trayvon Martin wa killed Saturday night  objective 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Review black friday 2012 Gerber 31-000758 Gator Machet with Sheath Find shop See Review buy black frid. ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| it 's ok I understand I though I wa go to die when I sat so close to the stage at your concert in Greensboro last Friday !  positive 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
In hi session at the 11th Intern Cloud Expo Ronald Bradford Founder &amp CEO of Effect MySQL will dis. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Anyon out there know how I can go along to the Rugbi Expo at Twicker on Nov 14th ?  objective 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
HAPPi FRIDAY ! If i could make those word ani BIGGER or BOLDER I would ! LOL e1 Have a great weekend all of our PJD friend !  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 
They are truli chang the world One Life At A Time If you 're in Mesa AZ tomorrow come join me and my friend ||T|| for a fun night !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| Then I will refrain from tell you about my plan to watch Mysteri Island with my son tomorrow night (He 6  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| I think you can get them on Ticketek ? And they go on sale tomorrow I think. e1  positive 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
Tonight 8pm Stardust Skate Center FREE befor 9 30pm Host by it alway fun when you roll ! ! ! haha x5  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 
||T|| 2 FA Cup SF 's Carl Cup Final lost on pen he may not have been a true leader but he certainli took us place we am not been  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
Breeders Cup fans watch Sky2 at 7am Sat &amp Sun Sat R5 to 9 live &amp Sun R6 to 12 with ||T|| live Other BC race will be replay  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Sportsnat just wont let Jeremi Evan dunkfac go Thi is the 3rd time i have seen it all week Still funni though  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
&lt 3&lt 3 NIPPL &gt = The Elit After Olymp Parti is the place to be SATURDAY OCT 27 at Oneil 's Place !  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Good chat thi morn with ||T|| about ||T|| terrif run in the FA Youth Cup Lead report in Friday 's Echo  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
DEPARTUR of ship STANFORD PROVID Port ABU DHABI Time Nov 2 2012 5 03AM UTC Time of arrival/departur is the time the ves.  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Tomorrow 's goal do my hair like Ami Lee 's on the My Immort music video e1  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Who 's readi for the Labor Day Weekend ? The Singapor Slinger tomorrow Ian Moor Saturday Del Castillo Sunday ||U||  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
The 1st Black woman to ever host the Academi Award wa = &gt at WhoopiGoldberg ! I want to be like her !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Christian is a life style not just a quick Sunday servic or bless of food Live life as a light Be differ then the world  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
FM Preview West Ham Unit v Sunderland 22 Sep 2012 FootyMad attempt to assist you with their form guid as West ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| may I have an industri revolut code for my pre-ord of Bioshock Infinit ? I got one from the store but cant redeem  negative 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
I am sell 2 ticket to see ||T|| at london o2 arena on the first date on their 2013 tour Friday cont ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| ca n't wait for ||T|| to hit up AZ on Sunday ! Let the debaucheri begin !  positive 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 
I may be the onli person in Pottstown right now  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Tressa and libbi are here but we split up today and we will meet up tomorrow night.I like it here it a lot like Minnesota  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Mumford &amp Son ticket for the extra London O2 Arena show on Dec 18th are onsal now ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
North ha a half day Thursday Einstein doe n't Anyon want to go see Ms.Kabl with me ?  neutral 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 
